21        	1.0                 	123.203715          	288.459003          	0.4271099661257583  	0.005997827831658091	0.009411654798172785
43        	1.0                 	349.522089          	770.494821          	0.4536332749730449  	0.01258545236129681 	0.018120578569352303
65        	1.0                 	515.510075          	1301.630089         	0.3960495991576605  	0.016607053393626652	0.027364577255425803
86        	1.0                 	691.3987070000001   	1530.815433         	0.45165386505480837 	0.021702799641679205	0.033129673804835336
108       	1.0                 	933.947907          	1991.035846         	0.4690763899988569  	0.027927616805678478	0.03927563105121541 
130       	1.0                 	1052.974958         	2194.66566          	0.47978832365746316 	0.03459064916833646 	0.04442546395739284 
152       	1.0                 	1163.537582         	2390.030654         	0.486829564320726   	0.040671723219409615	0.0488483316835699  
173       	1.0                 	1668.5027209999998  	3772.7189590000003  	0.44225470784663334 	0.04914486103426011 	0.059447199675452256
217       	0.9                 	1834.3272359999999  	3958.0221560000005  	0.4634454188740018  	0.05151405851359231 	0.06134174296082773 
260       	0.8333333333333334  	2098.7166899999997  	4481.848492         	0.46827033393613426 	0.054627482583056504	0.06406705044496266 
304       	0.7857142857142857  	2212.139655         	4763.034885         	0.4644391041448356  	0.05755224674134124 	0.06674022707759912 
413       	0.631578947368421   	2264.324018         	4817.830616         	0.46998829939769715 	0.0505962376465166  	0.05789691757496464 
434       	0.65                	2386.1815469999997  	5050.760380000001   	0.4724400619852806  	0.0565283459736828  	0.06361411016441068 
478       	0.6363636363636364  	2495.5960419999997  	5195.441481000001   	0.48034340317882973 	0.059530875670521136	0.06577453138068684 
500       	0.6521739130434783  	2591.149818         	5423.691539         	0.4777465310052913  	0.06463473791228354 	0.0706373592570223  
521       	0.6666666666666666  	2687.074689         	5542.354134         	0.4848255134972218  	0.06997002164294483 	0.07515921112107933 
608       	0.6071428571428571  	2830.243286         	5855.966848         	0.48330930817455336 	0.06710060753208441 	0.07117537823606558 
652       	0.6                 	3077.071888         	6410.008057         	0.48004181283979935 	0.06948984532003472 	0.07316239950061032 
695       	0.59375             	3262.25893          	6634.92069          	0.4916801695786359  	0.0716139889150642  	0.07456087872022593 
